basin,aridity1_mean,fracsnow1_mean,seasonality1_mean,low_prec_dur_mean,high_prec_freq,high_prec_dur_mean,prec_mean,pet_mean,basin_area,elev_mean,slope_mean,soil_thickness_mean,porosity_mean,log_permeability_mean,lai_mean_month_max,lai_mean_month_diff,sand_layer_mean,silt_layer_mean,clay_layer_mean,cluster
01013500,0.3232548860338545,0.2639138045856112,0.1311437035666962,2.849374660141381,17.589206015827177,1.1136166522116218,1010.4347371174472,239.5193238294533,2249.524543,276.4003361537538,4.708683230092109,0.6957798995914186,0.1580769221226755,-14.707692219660832,4.237068118948825,3.900776862897649,29.83786408036781,31.546744419941337,15.110833189779576,0
01022500,-0.005094534647604,0.1659989576019508,-0.0593959273266876,3.1711880261927035,19.95909125004688,1.084077380952381,1238.659375,282.65338541666665,585.8776165,99.70729698738664,2.718555363183507,0.0,0.0691666683803005,-13.90000025431315,4.812180749944898,4.228743138017964,40.29105798129616,26.437893504232783,11.027562146253572,0
01030500,0.0029990127411413,0.2170489935103769,0.0196070544355775,3.024007386888273,19.19196076960582,1.0988235294117648,1058.3443827563683,265.15206564337035,3670.23283,173.81186029213427,2.457479442438829,0.0,0.1139534894853484,-13.869767521702968,4.741620741048837,4.251188866937021,32.24022248460702,32.24524076049139,12.646281148769644,0
01031500,-0.0046104619724756,0.2382747213671348,0.0294456983182245,3.1302631578947366,19.57552600982635,1.0866920152091255,1086.8619313647246,258.37150837988827,761.5953056,303.7493733538104,4.49074310240464,0.0,0.084838709343345,-13.987096940317462,4.863258996291926,4.461315187563206,39.23119480140144,29.23693484329066,9.71723789278946,0
01047000,-0.0049137841170652,0.2520781157425902,0.0352995001313739,3.185864374403056,19.164563252447213,1.0963949843260188,1106.3769179452968,257.92215643762506,915.2561743,377.3441412925663,7.455337768387391,0.0,0.0761249992065133,-14.618750178813936,4.937118344132976,4.511136719300254,40.216248811293546,29.764591985746943,9.11507439707112,0
01052500,0.2850850037787824,0.2794253341178972,0.1434736871705399,2.4730506647502697,14.506985335483629,1.0686175580221997,1141.246511627907,235.0611434108527,393.2712742,646.9482093919829,9.879416331880218,0.6789425087328965,0.0377142861485484,-13.94000026157924,4.746505095776032,4.46410279039784,38.7258476441528,30.45743822918621,8.303018273530222,0
01054200,-0.0021848271508871,0.2527477230644172,0.1104450091582961,2.990108564535585,18.84233152408857,1.1118012422360248,1241.0273037542663,254.8745733788396,180.3563568,629.2925513757083,13.796821670121656,0.6445360740845146,0.0357142851821017,-14.257143156869072,4.813195765398551,4.245904877151268,43.28463890503127,25.94032233069083,8.379375822638188,0
01055000,-0.004383854128599,0.2769306422375323,0.0426159762348735,3.1261823685206207,18.767299253647376,1.0898965791567223,1140.6243902439023,246.71821646341465,249.9909969,566.7343127429172,10.16189727424022,0.0,0.1262162168183037,-14.386486568966427,4.909089582252206,4.582370994421381,44.63466645112056,26.55991251401367,7.165141483462417,0
01057000,-0.0054382578430222,0.2149853462259277,-0.0352663746223537,3.426992896606156,20.616631661853503,1.104992657856094,1140.1375838926174,281.0492344798658,184.0483874,283.6246197051252,7.683562755007894,0.0,0.0483333325634401,-13.90000025431315,5.110263285663842,4.739645196084922,37.8379347853574,29.440428132076796,10.182948726991404,0
01073000,0.5289964431295652,0.1637254617122231,-0.0569703167047536,3.402483989908791,21.096088212129168,1.103942652329749,1084.063829787234,322.23857214095744,30.77778569,59.38102064220183,2.5685518952219715,0.0,0.009999999776483,-14.100000381469728,4.835589519650656,4.370213617716295,34.17318150932359,27.719269443327573,17.318117182851186,0
01078000,-0.0066457696309137,0.2123599597316295,0.0126926565132255,3.324009324009324,20.972799384915422,1.1134545454545457,1081.6933701657458,285.011265538674,223.2480531,362.3384804400637,7.655264019972251,0.0,0.0164285711278876,-14.139286075319562,5.047844192216981,4.560121874539358,41.22835819198772,27.206554741069173,9.094619134354076,0
01118300,-0.0056783664560661,0.0677372287919886,-0.072694066112605,3.502819760884277,22.125,1.1255961844197138,1255.0,347.4338191105769,10.19496207,108.9368978995578,3.622442878302253,0.0,0.009999999776483,-14.100000381469728,5.293337302011987,4.75993242655715,38.56056300225742,30.261254476495115,7.557515958669292,0
01121000,-0.0087354041553535,0.1148656161679414,-0.0109317201213563,3.442613301942319,21.52074972808761,1.1277817659727207,1258.3809523809523,327.8632068452381,67.16219413,200.14172703011815,4.614936564546305,0.0,0.009999999776483,-14.100000381469728,5.263222656250001,4.811685302734376,43.97468467242684,25.378100012448325,7.285151619751146,0
01123000,-0.0088771211489873,0.0984514403657329,0.0190302091678551,3.3931282461046743,21.633594262137045,1.136094674556213,1265.8083333333334,335.6127604166667,76.35207097,153.96014660169706,3.87178083363458,0.0,0.009999999776483,-14.100000381469728,5.240429687500001,4.803450184792976,43.269018433764494,25.604093592123075,7.571224554886645,0
01134500,-0.0021497545020363,0.2270803319755481,0.0992496468845135,2.66063020644694,15.561789746090088,1.0881226053639848,1129.0094043887148,253.6214978448276,195.334408,541.0746493457592,8.10634714651669,0.0,0.0199999995529655,-14.31818216497248,4.802128880173566,4.488436730745161,40.45544921882328,29.974900794380197,7.026182002736472,0
01137500,-0.000545511101291,0.2766670238723386,0.1250955988373037,2.606290672451193,16.53440160522072,1.0834829443447038,1310.418732782369,244.441330922865,225.1834069,756.2359670489067,12.161795996306866,0.6884227983103502,0.009999999776483,-14.100000381469728,4.448486271676301,3.9685956692557807,42.745882452598494,27.276150534833565,8.140224094340892,0
01139000,-0.004065712216547,0.203466742509923,0.1321226666519848,2.8560744253921926,17.315230844241082,1.0981754995655952,1055.3333333333333,269.43655646135267,255.1973248,416.2815444836418,7.612710611718681,0.0,0.016666666294138,-14.104167024294537,4.79714101702509,4.475796650985664,37.09977716815062,28.94919039076043,11.64504296210737,0
01139800,-0.003725498996918,0.2118571838022588,0.142365870581613,2.925809163514081,17.9375,1.103846153846154,1159.25,258.8590087890625,23.41859233,554.1062664907652,11.953410792327617,0.0,0.059999998658895,-11.800000190734863,4.995276940387228,4.72340029840884,42.22780063703508,28.4241354289356,6.099154758523131,0
01142500,-0.0029859008100262,0.2267721701635497,0.1513477494984409,2.6635011646658304,16.616594156696546,1.0801424755120217,1119.676923076923,273.13197115384617,79.00187469,405.3184239385869,9.52642549394289,0.0,0.0245454539968211,-14.109091238542035,4.925562500000001,4.692341613769532,37.203965731416766,31.27984982753572,13.115522422419566,0
01144000,-0.003772832362651,0.2220930982816927,0.1280624816869636,2.7935813274981767,17.0686531898136,1.0910683012259197,1142.1290770298403,272.04350277585013,1788.107791,447.8168004577215,11.388754751820423,0.6310671840260622,0.0118571425921154,-14.06785751751491,4.960635699066931,4.616062433417824,40.25792822128417,29.154453938937127,11.984948531387053,0
01162500,-0.0083959702465969,0.1867870136196788,-0.0481690054928498,3.385951219512195,20.98649814349473,1.112563543936093,1122.22131147541,297.0610911885246,79.18790218,342.0983730760029,4.158474883234704,0.0,0.009999999776483,-14.100000381469728,5.043254484953704,4.454463005708123,45.92686631416879,24.18752860012076,6.478329773152173,0
01169000,-0.0066460299359931,0.1892237365881884,0.0469462191409068,3.180785521755872,20.15087387015715,1.1043543543543544,1272.921195652174,290.9266304347826,232.1321229,433.9176236869319,8.066773406208277,0.0,0.0149999996647242,-14.103125363588331,5.021069884726225,4.521776161743516,44.16789309127433,26.432681189913406,6.590658182417606,0
01170100,-0.0067687550472131,0.1799656209768695,0.0774391936158441,3.176997950819672,20.217930210562997,1.1108891108891108,1266.2222222222222,292.2456825657895,106.8357457,416.0531072778828,8.97563866627987,0.0,0.016956521360123,-14.104348182678224,5.013539385168961,4.48705743018617,44.7822773293748,25.74011711247617,6.198438229890013,0
01181000,-0.0065255638235255,0.1748185615956297,0.0702297825569067,3.1918783679753657,20.260463938791585,1.102086438152012,1217.762402088773,295.31115372062663,245.1475124,438.0663155436785,7.407256283426716,0.0,0.0126153843477372,-14.109231141897348,5.037521557671082,4.517050285423565,40.95638819398688,27.48243733248204,8.003199356239191,0
01187300,0.0330956863348786,0.1472695899083672,0.0626913371776697,3.289815712900097,20.38375276600533,1.1038575667655786,1245.75,304.6107933407738,54.34870116,394.1399001761597,4.926457597173145,0.0,0.0799999989362228,-14.527777936723496,5.106200566066998,4.432422601969604,41.88905234948779,26.25701124787236,8.107975230295596,0
01333000,-0.0051871013940103,0.19940415107568,0.0009363567510012,2.945508647944951,18.89058808086112,1.089257503949447,1163.4371584699454,289.2402237021858,113.6412855,481.35810923667947,13.236952039004064,0.0,0.0363999993912876,-13.326000289916992,4.870346047794119,4.528547334558826,35.91097730698091,31.561204048665548,11.81145309194171,0
01350000,0.0077377254763501,0.1969272417676578,0.1044400900282054,2.969500924214418,18.465926564902677,1.1168185584092791,1156.0238836967808,279.6528751298027,611.0275558,652.9680403350139,11.434426059219106,0.5894705379710478,0.1925806429597637,-14.887096620375113,4.813948625220848,4.373319743126104,32.847907346323105,30.579597265862077,14.843128564749051,0
01350140,-0.003305986784664,0.2004724713606443,0.0850294102970289,2.8936291240045504,18.106119298654395,1.121212121212121,1022.231884057971,285.1564764492754,44.21443338,574.8310965982489,7.880437829815303,0.6707142421177456,0.1742857119866778,-15.257142748151509,4.873473746644939,4.50909719642686,25.87769049969961,35.03128603746539,18.3406323802484,0
01365000,0.0322607004490307,0.1900702352722398,0.0614168233102827,2.963362469778687,18.65770918501294,1.1109298531810767,1312.2101910828026,286.4022939888535,99.27891939,634.4842410570416,14.69996957734774,0.6454486846923828,0.189999997615814,-15.199999809265137,4.9428537654745535,4.519958882285936,36.48218388644426,28.328362306642717,12.47605019366454,0
01411300,0.964606879148906,0.0294206292056928,0.0085812329829717,3.67568345323741,22.48076923076923,1.126204238921002,1072.388888888889,422.1402839781746,80.30915747,16.853905474180735,0.4795682150515123,0.0,0.219999998807907,-13.0,5.233109744417689,4.562877883510289,56.03506344735096,14.341180492676498,6.195943866352842,0
01413500,0.002685685788261,0.219560490098541,0.0696992239353288,2.821324599708879,17.863181187413268,1.1154833190761335,1150.7953846153846,277.4921153846154,413.4296806,670.2907331504823,12.903351831193632,0.6103977290066805,0.1909999976555504,-15.126666482289632,4.923202257511431,4.608454824257022,32.52448834328162,31.48381696978932,13.91995607262561,0
01414500,0.0073911004806809,0.1987771058785779,0.0509085297223137,2.8794626426205374,18.10975884184075,1.0998336106489184,1202.639175257732,274.8298969072165,64.44635929,721.5888382687928,14.138593360396522,0.614594588408599,0.189999997615814,-15.199999809265137,4.937644325657895,4.576754009046053,34.098399751019,29.491295197684558,13.242941139401584,0
01415000,-0.0040899342691225,0.2155156808150693,0.0406650656929423,2.745431518002533,17.09605070697221,1.0928196147110332,1083.3955223880596,283.79311450559703,86.11395219,613.4949681811455,11.67589695393422,0.0,0.189999997615814,-15.199999809265137,4.872562759182465,4.666494881146328,31.84403401973474,32.797350917841946,12.604293481998385,0
01423000,-0.0043312074373219,0.198483321944108,0.0515652423230668,2.735890410958904,16.875,1.1005434782608696,1065.2264988897114,284.31106587712804,858.5439236,594.3376954427566,10.155849453666164,0.6699999750876914,0.1913043454937311,-15.104347643644914,4.682092404118202,4.494839599379127,29.3155569281107,34.09740466076255,13.782911039744846,0
01435000,0.032039064986243,0.1981935334120166,0.0745830859816513,2.9371251692783904,18.65677800375469,1.1067796610169491,1346.847014925373,269.3740088619403,172.2711524,773.1392517814727,12.393797366803978,0.6705220540364584,0.1914285691011518,-15.095237913585844,4.859536311963311,4.450774312670766,36.15272751072962,27.65927597483748,12.747724659705652,0
01439500,0.4508819857054346,0.1326021871907159,0.0582679241573473,3.3460485133020343,20.09607883583993,1.1138952164009113,1144.323770491803,320.5701524077869,312.635607,388.6171255973685,4.1975812592808825,0.8579302476231296,0.2025000024586914,-14.512499928474426,4.918079964850616,4.563582542701012,37.46419167081552,29.126115870464915,11.009674070808098,0
01440000,0.9015530434892556,0.1240409387739907,0.0226218725278377,3.469079339828992,20.86320931628099,1.1157509157509158,1168.3596837944665,336.7525321146245,163.3605953,277.24114106980244,6.277094976309075,0.7797561273342226,0.1299999996554103,-13.618750035762789,5.188246156066331,4.737480895124895,32.56831065381044,33.420740617795694,12.57630869503653,0
01440400,0.0669437869427139,0.138780982814653,0.1085663892235647,3.284963887065003,20.40021481824692,1.1256366723259763,1160.7846715328467,316.86245437956205,177.2517986,423.1545593925677,5.047967005872596,0.819484989018911,0.230000004172325,-13.849999904632568,4.983958473882036,4.5870230128421365,32.97839715595003,30.54467844954572,12.858687282023483,0
01451800,0.8758789014090771,0.0962630464382508,0.0674530915418877,3.4271291742169296,20.66071428571429,1.1276803118908385,1158.362745098039,361.2155330882353,136.5610203,207.617998185378,5.203294891708918,0.8657843645881204,0.1522222210963566,-15.76666662428114,2.689444003807107,2.458332754996828,26.773920859421853,31.184204296122203,18.43420519547486,0
01466500,1.1210100248044004,0.0412226882287322,0.0841038793992979,3.5756087142246904,21.46398103325133,1.1101949025487257,1150.125,399.9459838867188,5.125574522,45.463320463320464,0.6341955400257706,0.0,0.219999998807907,-13.0,3.9002522786458336,2.517588212754992,49.19517864463986,18.292710282943023,8.423915860828183,3
01484100,0.8638636076048283,0.0313143521416974,0.0284690289867395,3.768624641833811,22.515625,1.1294117647058823,1141.888888888889,437.2664388020833,12.19917029,17.01513243558114,0.2314080964417016,0.0,0.219999998807907,-13.0,2.872179170496324,2.4438598632812507,44.23040852178904,19.802791720488685,12.435372300825364,3
01485500,0.7526042096276023,0.0233402084062204,0.0959513346619146,3.661427094105481,21.16458200502569,1.127007299270073,1118.1629213483145,446.1985603932585,121.5601363,14.620860835320872,0.4678787865909631,0.0,0.280000001192093,-10.899999618530272,4.5929918639053255,3.3132412629437877,46.02622875275301,19.96704659516156,13.70744147403721,3
01486000,1.0152050859245891,0.0247552587084293,0.0787634205607186,3.715389568576948,21.25331623799792,1.1295880149812734,1095.5833333333333,448.6296223958333,40.27164152,9.509500539334786,0.4918725837628866,0.0,0.280000001192093,-10.899999618530272,4.711584170715548,3.279352949701855,52.52042235528606,16.636865843070897,8.064008259979758,3
01487000,0.8472325889700778,0.0277002353530279,0.0420833047166009,3.7387312186978297,21.630339796722048,1.1336206896551724,1139.8053691275168,438.499423238255,196.6381535,15.28171084224508,0.3034397982261872,0.0,0.219999998807907,-13.0,2.7555958648308136,2.270148122525198,41.03706986039465,22.62191622318373,14.354229332437276,3
01491000,0.7618146103967178,0.0367245688889714,0.0539629633395295,3.781890422417399,21.75362862393579,1.1334760885082085,1128.890410958904,432.5669235159817,290.8323908,18.42432791999266,0.3201120146595496,0.0,0.2560000002384185,-11.739999771118164,3.3861202573707105,2.910777304102224,36.93389481152902,28.10614816719097,13.381828459540063,3
01510000,-0.0018895439999672,0.1790020282192515,0.091793441936695,2.462145676354503,15.096031954393728,1.0910891089108912,1074.2613065326634,289.2493718592965,376.764018,486.5789509010974,7.232376068156079,0.0,0.1077777755757171,-14.788888931274414,4.566250775984392,4.31774387041615,25.48085371951183,36.26094379059349,15.917823596219202,0
01516500,-0.0050317092898256,0.1556972184597378,0.1165556305535575,3.085524994980928,18.308823529411764,1.1196043165467626,906.1458333333334,299.8939208984375,30.77781308,533.8878412169202,7.619778007867469,0.0,0.2050000019371508,-14.516666571299234,3.968526168418141,3.686230630790237,28.131765533655653,33.695663420505944,16.260789644980292,0
01532000,-0.0048831652936666,0.1457058880138107,0.073166896992738,3.0703828828828827,18.507022840640587,1.122093023255814,945.3172966781216,306.7510738831615,560.3476545,489.8544750025794,7.441560621506661,0.6809625472614472,0.2450746336757246,-13.325373080239368,4.337708586165049,4.001664896844661,29.905953876314797,33.909967725253026,15.906173948155578,0
